step,cb,random
1616,0.949876,0.975866,0.212252
1617,0.949907,0.975881,0.212121
1618,0.949938,0.975896,0.21199
1619,0.949969,0.975911,0.211859
1620,0.95,0.975926,0.211728
1621,0.950031,0.975941,0.212215
1622,0.950062,0.975956,0.212084
1623,0.950092,0.97597,0.211953
1624,0.950123,0.975985,0.211823
1625,0.950154,0.976,0.212308
1626,0.950185,0.976015,0.212177
1627,0.950215,0.97603,0.212047
1628,0.950246,0.976044,0.211916
1629,0.950276,0.976059,0.211786
1630,0.950307,0.976074,0.211656
1631,0.950337,0.976088,0.211527
1632,0.950368,0.976103,0.211397
1633,0.950398,0.976118,0.211268
1634,0.950428,0.976132,0.211138
1635,0.949847,0.976147,0.211009
1636,0.949878,0.976161,0.21088
1637,0.949908,0.976176,0.210751
1638,0.949939,0.97619,0.210623
1639,0.949969,0.976205,0.211104
1640,0.95,0.97622,0.210976
1641,0.95003,0.976234,0.210847
1642,0.950061,0.976248,0.210719
1643,0.950091,0.976263,0.21059
1644,0.950122,0.976277,0.210462
1645,0.950152,0.976292,0.210942
1646,0.950182,0.976306,0.210814
1647,0.950213,0.976321,0.211293
1648,0.950243,0.976335,0.211165
1649,0.950273,0.976349,0.211037
1650,0.949697,0.976364,0.211515
1651,0.949727,0.976378,0.211387
1652,0.949758,0.976392,0.211864
1653,0.949788,0.976407,0.211736
1654,0.949214,0.976421,0.211608
1655,0.949245,0.976435,0.21148
1656,0.949275,0.976449,0.211353
1657,0.949306,0.976463,0.211225
1658,0.949337,0.976478,0.211098
1659,0.949367,0.976492,0.21097
1660,0.949398,0.976506,0.210843
1661,0.949428,0.97652,0.210716
1662,0.949458,0.976534,0.21059
1663,0.949489,0.976548,0.210463
1664,0.949519,0.976562,0.210337
1665,0.94955,0.976577,0.210811
1666,0.94958,0.976591,0.210684
1667,0.94961,0.976605,0.210558
1668,0.94964,0.976619,0.211031
1669,0.94967,0.976633,0.211504
1670,0.949701,0.976647,0.211976
1671,0.949731,0.976661,0.211849
1672,0.949761,0.976675,0.211722
1673,0.949791,0.976689,0.211596
1674,0.949821,0.976105,0.21147
1675,0.949851,0.976119,0.211343
1676,0.949881,0.976134,0.211217
1677,0.949911,0.976148,0.211091
1678,0.94994,0.976162,0.210965
1679,0.94997,0.976176,0.21084
1680,0.95,0.97619,0.210714
1681,0.95003,0.976205,0.210589
1682,0.950059,0.976219,0.211058
1683,0.950089,0.976233,0.210933
1684,0.950119,0.976247,0.210808
1685,0.950148,0.976261,0.211276
1686,0.950178,0.976275,0.211151
1687,0.950207,0.976289,0.211025
1688,0.950237,0.976303,0.2109
1689,0.950266,0.976317,0.210776
1690,0.950296,0.976331,0.211243
1691,0.950325,0.976345,0.211118
1692,0.950355,0.976359,0.211584
1693,0.950384,0.976373,0.211459
1694,0.950413,0.976387,0.211334
1695,0.950442,0.976401,0.211209
1696,0.950472,0.976415,0.211085
1697,0.950501,0.976429,0.21155
1698,0.95053,0.976443,0.211425
1699,0.950559,0.976457,0.211301
1700,0.950588,0.976471,0.211176
1701,0.950617,0.976484,0.211052
1702,0.950646,0.976498,0.210928
1703,0.950675,0.976512,0.211392
1704,0.950704,0.976526,0.211854
1705,0.950733,0.97654,0.21173
1706,0.950762,0.976553,0.211606
1707,0.950791,0.976567,0.211482
1708,0.95082,0.976581,0.211358
1709,0.950848,0.976594,0.21182
1710,0.950877,0.976608,0.212281
1711,0.950906,0.976622,0.212157
1712,0.950935,0.976636,0.212033
1713,0.950963,0.976649,0.211909
1714,0.950992,0.976663,0.211785
1715,0.95102,0.976676,0.211662
1716,0.951049,0.97669,0.211538
1717,0.951077,0.976704,0.211998
1718,0.951106,0.976717,0.211874
1719,0.951134,0.976731,0.211751
1720,0.951163,0.976744,0.211628
1721,0.951191,0.976758,0.211505
1722,0.95122,0.976771,0.211382
1723,0.951248,0.976785,0.211259
1724,0.951276,0.976798,0.211137
1725,0.951304,0.976812,0.211014
1726,0.950753,0.976825,0.211472
1727,0.950782,0.976838,0.211349
1728,0.95081,0.976852,0.211227
1729,0.950839,0.976865,0.211105
1730,0.950867,0.976879,0.210983
1731,0.950895,0.976892,0.210861
1732,0.950924,0.976905,0.210739
1733,0.950952,0.976919,0.210617
1734,0.95098,0.976932,0.210496
1735,0.951009,0.976945,0.210375
1736,0.951037,0.976959,0.210253
1737,0.951065,0.976972,0.210708
1738,0.951093,0.976985,0.210587
1739,0.951121,0.976998,0.210466
1740,0.951149,0.977011,0.210345
1741,0.951177,0.977025,0.210224
1742,0.951206,0.977038,0.210103
1743,0.951234,0.977051,0.209983
1744,0.951261,0.977064,0.209862
1745,0.951289,0.977077,0.209742
1746,0.951317,0.97709,0.209622
1747,0.951345,0.977104,0.209502
1748,0.951373,0.977117,0.209382
1749,0.951401,0.97713,0.209262
1750,0.951429,0.977143,0.209143
1751,0.951456,0.977156,0.209023
1752,0.951484,0.977169,0.208904
1753,0.951512,0.977182,0.208785
1754,0.951539,0.977195,0.208666
1755,0.951567,0.977208,0.208547
1756,0.951595,0.977221,0.208428
1757,0.951622,0.977234,0.20831
1758,0.95165,0.977247,0.208191
1759,0.951677,0.97726,0.208073
1760,0.951705,0.977273,0.207955
1761,0.951732,0.977286,0.207836
1762,0.951759,0.977299,0.207719
1763,0.951787,0.977311,0.208168
1764,0.951814,0.977324,0.20805
1765,0.951841,0.977337,0.207932
1766,0.951869,0.97735,0.207814
1767,0.95133,0.977363,0.208263
1768,0.951357,0.977376,0.208145
1769,0.951385,0.977388,0.208027
1770,0.951412,0.977401,0.20791
1771,0.95144,0.977414,0.207792
1772,0.951467,0.977427,0.208239
1773,0.951495,0.977439,0.208122
1774,0.951522,0.977452,0.208568
1775,0.951549,0.977465,0.208451
1776,0.951577,0.977477,0.208333
1777,0.951604,0.97749,0.208216
1778,0.951631,0.977503,0.208661
1779,0.951658,0.977515,0.208544
1780,0.951685,0.977528,0.208427
1781,0.951713,0.977541,0.208871
1782,0.95174,0.977553,0.208754
1783,0.951767,0.977566,0.209198
1784,0.951794,0.977578,0.209641
1785,0.951821,0.977591,0.209524
1786,0.951848,0.977604,0.209406
1787,0.951875,0.977616,0.209289
1788,0.951902,0.977629,0.209172
1789,0.951928,0.977641,0.209055
1790,0.951955,0.977654,0.208939
1791,0.951982,0.977666,0.208822
1792,0.952009,0.977679,0.208705
1793,0.952036,0.977691,0.209147
1794,0.952062,0.977703,0.20903
1795,0.952089,0.977716,0.209471
1796,0.952116,0.977728,0.209354
1797,0.952142,0.977741,0.209238
1798,0.951613,0.977753,0.209121
1799,0.95164,0.977765,0.209005
1800,0.951667,0.977778,0.208889
1801,0.951694,0.97779,0.208773
1802,0.95172,0.977802,0.208657
1803,0.951747,0.977815,0.208541
1804,0.951774,0.977827,0.208426
1805,0.951801,0.977839,0.20831
1806,0.951827,0.977852,0.208195
1807,0.951854,0.977864,0.20808
1808,0.951881,0.977876,0.207965
1809,0.951907,0.977888,0.208402
1810,0.951381,0.977901,0.208287
1811,0.951408,0.977913,0.208724
1812,0.951435,0.977925,0.208609
1813,0.951462,0.977937,0.208494
1814,0.951488,0.977949,0.208931
1815,0.951515,0.977961,0.208815
1816,0.951542,0.977974,0.2087
1817,0.951569,0.977986,0.208586
1818,0.951595,0.977998,0.208471
1819,0.951622,0.97801,0.208356
1820,0.951648,0.978022,0.208242
1821,0.951675,0.978034,0.208677
1822,0.951701,0.978046,0.208562
1823,0.951728,0.978058,0.208448
1824,0.951754,0.97807,0.208333
1825,0.951781,0.978082,0.208219
1826,0.951807,0.978094,0.208105
1827,0.951834,0.978106,0.207991
1828,0.95186,0.978118,0.208425
1829,0.951886,0.97813,0.208311
1830,0.951913,0.978142,0.208197
1831,0.951939,0.978154,0.208083
1832,0.951965,0.978166,0.207969
1833,0.951991,0.978178,0.208402
1834,0.952017,0.97819,0.208288
1835,0.952044,0.978202,0.208174
1836,0.95207,0.978214,0.208061
1837,0.952096,0.978225,0.207948
1838,0.952122,0.978237,0.207835
1839,0.952148,0.978249,0.207722
1840,0.952174,0.978261,0.207609
1841,0.9522,0.978273,0.208039
1842,0.952226,0.978284,0.207926
1843,0.952252,0.978296,0.207813
1844,0.952278,0.978308,0.207701
1845,0.952304,0.97832,0.20813
1846,0.952329,0.978332,0.208017
1847,0.952355,0.978343,0.207905
1848,0.952381,0.978355,0.207792
1849,0.952407,0.978367,0.20768
1850,0.952432,0.978378,0.207568
1851,0.952458,0.97839,0.207996
1852,0.952484,0.978402,0.207883
1853,0.952509,0.978413,0.207771
1854,0.952535,0.978425,0.207659
1855,0.952561,0.978437,0.207547
1856,0.952586,0.978448,0.207435
1857,0.952612,0.97846,0.207862
1858,0.952637,0.978471,0.20775
1859,0.952663,0.978483,0.207639
1860,0.952688,0.978495,0.207527
1861,0.952714,0.978506,0.207415
1862,0.952739,0.978518,0.207304
1863,0.952764,0.978529,0.207193
1864,0.95279,0.978541,0.207082
1865,0.952815,0.978552,0.206971
1866,0.95284,0.978564,0.20686
1867,0.952866,0.978575,0.207284
1868,0.952891,0.978587,0.207173
1869,0.952916,0.978598,0.207598
1870,0.952941,0.97861,0.207487
1871,0.952966,0.978621,0.207376
1872,0.952991,0.978632,0.207799
1873,0.953017,0.978644,0.207688
1874,0.952508,0.978655,0.207577
1875,0.952533,0.978667,0.207467
1876,0.952559,0.978678,0.207356
1877,0.952584,0.978689,0.207246
1878,0.952609,0.978701,0.207135
1879,0.952634,0.978712,0.207557
1880,0.95266,0.978723,0.207447
1881,0.952685,0.978735,0.207337
1882,0.95271,0.978746,0.207226
1883,0.952735,0.978757,0.207116
1884,0.95276,0.978769,0.207006
1885,0.952785,0.97878,0.206897
1886,0.95281,0.978791,0.206787
1887,0.952305,0.978802,0.206677
1888,0.952331,0.978814,0.206568
1889,0.952356,0.978825,0.206458
1890,0.952381,0.978836,0.206349
1891,0.952406,0.978847,0.206769
1892,0.952431,0.978858,0.20666
1893,0.952456,0.97887,0.20655
1894,0.952482,0.978881,0.206441
1895,0.952507,0.978892,0.206332
1896,0.952532,0.978903,0.206751
1897,0.952557,0.978914,0.206642
1898,0.952582,0.978925,0.206533
1899,0.952607,0.978936,0.206424
1900,0.952632,0.978947,0.206316
1901,0.952656,0.978958,0.206207
1902,0.952681,0.97897,0.206099
1903,0.952706,0.978981,0.206516
1904,0.952731,0.978992,0.206408
1905,0.952756,0.979003,0.206299
1906,0.952781,0.979014,0.206191
1907,0.952805,0.979025,0.206083
1908,0.95283,0.979036,0.205975
1909,0.952855,0.979047,0.206391
1910,0.95288,0.979058,0.206283
1911,0.952904,0.979069,0.206175
1912,0.952929,0.979079,0.20659
1913,0.952953,0.97909,0.206482
1914,0.952978,0.979101,0.206374
1915,0.953003,0.979112,0.206789
1916,0.953027,0.979123,0.206681
1917,0.953052,0.979134,0.206573
1918,0.953076,0.979145,0.206986
1919,0.953101,0.979156,0.206879
1920,0.953125,0.979167,0.206771
1921,0.953149,0.979178,0.206663
1922,0.953174,0.979188,0.206556
1923,0.953198,0.979199,0.206448
1924,0.953222,0.97921,0.206341
1925,0.953247,0.979221,0.206234
1926,0.953271,0.979232,0.206127
1927,0.953295,0.979242,0.20602
1928,0.95332,0.979253,0.205913
1929,0.953344,0.979264,0.205806
1930,0.953368,0.979275,0.205699
1931,0.953392,0.979285,0.206111
1932,0.953416,0.979296,0.206004
1933,0.95344,0.979307,0.205898
1934,0.953464,0.979317,0.205791
1935,0.953488,0.979328,0.206202
1936,0.953512,0.979339,0.206612
1937,0.953536,0.978833,0.206505
1938,0.95356,0.978844,0.206398
1939,0.953584,0.978855,0.206292
1940,0.953608,0.978866,0.206186
1941,0.953632,0.978877,0.206079
1942,0.953656,0.978888,0.205973
1943,0.95368,0.978899,0.205867
1944,0.953704,0.978909,0.205761
1945,0.953728,0.97892,0.205656
1946,0.953751,0.978931,0.20555
1947,0.953775,0.978942,0.205958
1948,0.953799,0.978953,0.206366
1949,0.953822,0.978964,0.20626
1950,0.953846,0.978974,0.206667
1951,0.95387,0.978985,0.206561
1952,0.953893,0.978996,0.206455
1953,0.953917,0.979007,0.206349
1954,0.953941,0.979017,0.206755
1955,0.953964,0.979028,0.20665
1956,0.953988,0.979039,0.206544
1957,0.954011,0.97905,0.206438
1958,0.954035,0.97906,0.206844
1959,0.954058,0.979071,0.206738
1960,0.954082,0.979082,0.207143
1961,0.954105,0.979092,0.207547
1962,0.954128,0.979103,0.207951
1963,0.954152,0.979114,0.207845
1964,0.954175,0.979124,0.207739
1965,0.954198,0.979135,0.207634
1966,0.954222,0.979145,0.207528
1967,0.954245,0.979156,0.207422
1968,0.954268,0.979167,0.207317
1969,0.954292,0.979177,0.20772
1970,0.954315,0.979188,0.207614
1971,0.954338,0.979198,0.207509
1972,0.954361,0.979209,0.207404
1973,0.954384,0.979219,0.207299
1974,0.954407,0.97923,0.2077
1975,0.95443,0.979241,0.207595
1976,0.954453,0.979251,0.20749
1977,0.954476,0.979262,0.207385
1978,0.954499,0.979272,0.20728
1979,0.954522,0.979282,0.207175
1980,0.954545,0.979293,0.207071
1981,0.954568,0.979303,0.206966
1982,0.954591,0.979314,0.207366
1983,0.954614,0.979324,0.207262
1984,0.954637,0.979335,0.207661
1985,0.95466,0.979345,0.207557
1986,0.954683,0.979355,0.207452
1987,0.954706,0.979366,0.207348
1988,0.954728,0.979376,0.207243
1989,0.954751,0.979387,0.207139
1990,0.954774,0.979397,0.207035
1991,0.954797,0.979407,0.207433
1992,0.954819,0.979418,0.207329
1993,0.954842,0.979428,0.207225
1994,0.954865,0.979438,0.207121
1995,0.954887,0.979449,0.207018
1996,0.95491,0.979459,0.206914
1997,0.954932,0.979469,0.207311
1998,0.954955,0.979479,0.207207
1999,0.954977,0.97949,0.207604
2000,0.955,0.9795,0.2075
2001,0.955022,0.97951,0.207396
2002,0.955045,0.97952,0.207293
2003,0.955067,0.979531,0.207189
2004,0.95509,0.979541,0.207585
2005,0.955112,0.979551,0.207481
2006,0.955135,0.979561,0.207378
2007,0.955157,0.979571,0.207275
2008,0.955179,0.979582,0.207669
2009,0.955202,0.979592,0.207566
2010,0.955224,0.979602,0.207463
2011,0.955246,0.979612,0.20736
2012,0.955268,0.979622,0.207256
2013,0.955291,0.979632,0.207154
2014,0.955313,0.979643,0.207051
2015,0.955335,0.979653,0.206948
2016,0.955357,0.979663,0.206845
2017,0.955379,0.979673,0.206743
2018,0.955401,0.979683,0.20664
2019,0.955423,0.979693,0.206538
2020,0.955446,0.979703,0.206436
2021,0.955468,0.979713,0.206333
2022,0.95549,0.979723,0.206726
2023,0.955512,0.979733,0.206624
2024,0.955534,0.979743,0.206522
2025,0.955556,0.979753,0.20642
2026,0.955577,0.979763,0.206811
2027,0.955599,0.979773,0.206709
2028,0.955621,0.979783,0.206607
2029,0.955643,0.979793,0.206506
2030,0.955665,0.979803,0.206897
2031,0.955687,0.979813,0.206795
2032,0.955709,0.979823,0.206693
2033,0.95573,0.979833,0.206591
2034,0.955752,0.979843,0.20649
2035,0.955774,0.979853,0.206388
2036,0.955796,0.979862,0.206287
2037,0.955817,0.979872,0.206186
2038,0.955839,0.979882,0.206084
2039,0.955861,0.979892,0.205983
2040,0.955882,0.979902,0.205882
2041,0.955904,0.979912,0.205781
2042,0.955926,0.979922,0.205681
2043,0.955947,0.979931,0.20607
2044,0.955969,0.979941,0.206458
2045,0.95599,0.979951,0.206357
2046,0.956012,0.979961,0.206256
2047,0.956033,0.979971,0.206155
2048,0.956055,0.97998,0.206055
2049,0.956076,0.97999,0.205954
2050,0.956098,0.98,0.205854
2051,0.956119,0.98001,0.205753
2052,0.95614,0.980019,0.205653
2053,0.956162,0.980029,0.205553
2054,0.956183,0.980039,0.205453
2055,0.956204,0.980049,0.205353
2056,0.956226,0.980058,0.205253
2057,0.956247,0.980068,0.205639
2058,0.956268,0.980078,0.205539
2059,0.956289,0.980087,0.205925
2060,0.956311,0.980097,0.206311
2061,0.956332,0.980107,0.206211
2062,0.956353,0.980116,0.206111
2063,0.956374,0.980126,0.206011
2064,0.956395,0.980136,0.205911
2065,0.956416,0.980145,0.205811
2066,0.956438,0.980155,0.205712
2067,0.956459,0.980164,0.205612
2068,0.95648,0.980174,0.205513
2069,0.956501,0.980184,0.205413
2070,0.956522,0.980193,0.205314
2071,0.956543,0.980203,0.205698
2072,0.956564,0.980212,0.205598
2073,0.956585,0.980222,0.205499
2074,0.956606,0.980231,0.2054
2075,0.956627,0.980241,0.205301
2076,0.956647,0.98025,0.205202
2077,0.956668,0.98026,0.205585
2078,0.956689,0.980269,0.205486
2079,0.95671,0.980279,0.205868
2080,0.956731,0.980288,0.205769
2081,0.956752,0.980298,0.20567
2082,0.956772,0.980307,0.206052
2083,0.956793,0.980317,0.206433
2084,0.956814,0.980326,0.206334
2085,0.956835,0.980336,0.206715
2086,0.956855,0.980345,0.206616
2087,0.956876,0.980355,0.206517
2088,0.956897,0.980364,0.206418
2089,0.956917,0.980373,0.206319
2090,0.956938,0.980383,0.20622
2091,0.956958,0.980392,0.2066
2092,0.956979,0.980402,0.206979
2093,0.957,0.980411,0.207358
2094,0.95702,0.98042,0.207259
2095,0.957041,0.98043,0.20716
2096,0.957061,0.980439,0.207538
2097,0.957082,0.980448,0.207439
2098,0.957102,0.979981,0.207817
2099,0.957122,0.97999,0.207718
2100,0.957143,0.98,0.207619
2101,0.957163,0.98001,0.207996
2102,0.957184,0.980019,0.208373
2103,0.957204,0.980029,0.208274
2104,0.957224,0.980038,0.208175
2105,0.957245,0.980048,0.208076
2106,0.957265,0.980057,0.207977
2107,0.957285,0.980066,0.207879
2108,0.957306,0.980076,0.20778
2109,0.957326,0.980085,0.207681
2110,0.957346,0.980095,0.207583
2111,0.957366,0.980104,0.207485
2112,0.957386,0.980114,0.207386
2113,0.957407,0.980123,0.207761
2114,0.957427,0.980132,0.208136
2115,0.957447,0.980142,0.208038
2116,0.957467,0.980151,0.20794
2117,0.957487,0.980161,0.208314
2118,0.957507,0.98017,0.208687
2119,0.957527,0.980179,0.209061
2120,0.957547,0.980189,0.208962
2121,0.957567,0.980198,0.208864
2122,0.957587,0.980207,0.208765
2123,0.957607,0.980217,0.208667
2124,0.957627,0.980226,0.208569
2125,0.957647,0.980235,0.208471
2126,0.957667,0.980245,0.208843
2127,0.957687,0.980254,0.208745
2128,0.957707,0.980263,0.208647
2129,0.957727,0.980272,0.208549
2130,0.957746,0.980282,0.208451
2131,0.957766,0.980291,0.208353
2132,0.957317,0.9803,0.208255
2133,0.957337,0.980309,0.208626
2134,0.957357,0.980319,0.208529
2135,0.957377,0.980328,0.208431
2136,0.957397,0.980337,0.208333
2137,0.957417,0.980346,0.208236
2138,0.957437,0.980355,0.208138
2139,0.957457,0.980365,0.208041
2140,0.957477,0.980374,0.207944
2141,0.957496,0.980383,0.207847
2142,0.957516,0.980392,0.20775
2143,0.957536,0.980401,0.207653
2144,0.957556,0.98041,0.207556
2145,0.957576,0.98042,0.207925
2146,0.957596,0.980429,0.207829
2147,0.957615,0.980438,0.207732
2148,0.957635,0.980447,0.207635
2149,0.957655,0.980456,0.207538
2150,0.957674,0.980465,0.207907
2151,0.957694,0.980474,0.208275
2152,0.957714,0.980483,0.208178
2153,0.957733,0.980492,0.208546
2154,0.957753,0.980501,0.208449
2155,0.957773,0.98051,0.208353
2156,0.957792,0.980519,0.208256
2157,0.957812,0.980529,0.208159
2158,0.957831,0.980538,0.208063
2159,0.957851,0.980547,0.207967
2160,0.95787,0.980556,0.20787
2161,0.95789,0.980565,0.208237
2162,0.957909,0.980574,0.208141
2163,0.957929,0.980583,0.208044
2164,0.957948,0.980591,0.207948
2165,0.957968,0.9806,0.207852
2166,0.957987,0.980609,0.207756
2167,0.958006,0.980618,0.20766
2168,0.958026,0.980627,0.207565
2169,0.958045,0.980636,0.207469
2170,0.958065,0.980645,0.207373
2171,0.958084,0.980654,0.207278
2172,0.958103,0.980663,0.207182
2173,0.958122,0.980672,0.207087
2174,0.958142,0.980681,0.206992
2175,0.958161,0.98069,0.206897
2176,0.95818,0.980699,0.206801
2177,0.958199,0.980707,0.207166
2178,0.958219,0.980716,0.207071
2179,0.958238,0.980725,0.207435
2180,0.958257,0.980734,0.207339
2181,0.958276,0.980743,0.207244
2182,0.958295,0.980752,0.207149
2183,0.958314,0.98076,0.207513
2184,0.958333,0.980769,0.207875
2185,0.958352,0.980778,0.208238
2186,0.958371,0.980787,0.208143
2187,0.95839,0.980796,0.208048
2188,0.95841,0.980804,0.207952
2189,0.958429,0.980813,0.208314
2190,0.958447,0.980822,0.208219
2191,0.958466,0.980831,0.208124
2192,0.958485,0.980839,0.208029
2193,0.958504,0.980848,0.20839
2194,0.958523,0.980857,0.208295
2195,0.958542,0.980866,0.208656
2196,0.958561,0.980874,0.208561
2197,0.95858,0.980883,0.208466
2198,0.958599,0.980892,0.208826
2199,0.958618,0.9809,0.208731
2200,0.958636,0.980909,0.209091
2201,0.958655,0.980918,0.208996
2202,0.958674,0.980926,0.208901
2203,0.958693,0.980935,0.208806
2204,0.958711,0.980944,0.209165
2205,0.95873,0.980952,0.20907
2206,0.958749,0.980961,0.208976
2207,0.958768,0.98097,0.208881
2208,0.958786,0.980978,0.208786
2209,0.958805,0.980987,0.209144
2210,0.958824,0.980995,0.20905
2211,0.958842,0.981004,0.208955
2212,0.958861,0.981013,0.209313
2213,0.958879,0.981021,0.209218
2214,0.958898,0.98103,0.209124
2215,0.958916,0.981038,0.209029
2216,0.958935,0.980596,0.208935
2217,0.958954,0.980604,0.209292
2218,0.958972,0.980613,0.209197
2219,0.958991,0.980622,0.209103
2220,0.959009,0.980631,0.209009
2221,0.959027,0.980639,0.208915
2222,0.959046,0.980648,0.208821
2223,0.959064,0.980657,0.208727
2224,0.959083,0.980665,0.208633
2225,0.959101,0.980674,0.208539
2226,0.959119,0.980683,0.208446
2227,0.959138,0.980692,0.208352
2228,0.959156,0.9807,0.208259
2229,0.959175,0.980709,0.208165
2230,0.959193,0.980717,0.208072
2231,0.959211,0.980726,0.207978
2232,0.959229,0.980735,0.208333
2233,0.959248,0.980743,0.20824
2234,0.959266,0.980752,0.208147
2235,0.959284,0.980761,0.208054
2236,0.958855,0.980769,0.207961
2237,0.958873,0.980778,0.207868
2238,0.958892,0.980786,0.207775
2239,0.95891,0.980795,0.207682
2240,0.958929,0.980804,0.207589
2241,0.958947,0.980812,0.207497
2242,0.958965,0.980821,0.207404
2243,0.958984,0.980829,0.207757
2244,0.959002,0.980838,0.207665
2245,0.95902,0.980846,0.207572
2246,0.959038,0.980855,0.20748
2247,0.959057,0.980863,0.207388
2248,0.959075,0.980872,0.207295
2249,0.959093,0.98088,0.207203
2250,0.959111,0.980889,0.207111
2251,0.959129,0.980897,0.207019
2252,0.959147,0.980906,0.206927
2253,0.959166,0.980914,0.206835
2254,0.959184,0.980923,0.206744
2255,0.959202,0.980931,0.207095
2256,0.95922,0.98094,0.207004
2257,0.959238,0.980948,0.206912
2258,0.959256,0.980957,0.207263
2259,0.959274,0.980965,0.207614
2260,0.959292,0.980973,0.207522
2261,0.95931,0.980982,0.20743
2262,0.958886,0.98099,0.207781
2263,0.958904,0.980999,0.208131
2264,0.958922,0.981007,0.208039
2265,0.95894,0.981015,0.207947
2266,0.958959,0.981024,0.207855
2267,0.958977,0.981032,0.207764
2268,0.958995,0.981041,0.207672
2269,0.959013,0.981049,0.20758
2270,0.959031,0.981057,0.207489
2271,0.959049,0.981066,0.207398
2272,0.959067,0.981074,0.207306
2273,0.959085,0.981082,0.207655
2274,0.959103,0.981091,0.207564
2275,0.959121,0.981099,0.207473
2276,0.959139,0.981107,0.207381
2277,0.959157,0.981116,0.20729
2278,0.959175,0.981124,0.207199
2279,0.959193,0.981132,0.207108
2280,0.959211,0.98114,0.207018
2281,0.959228,0.981149,0.207365
2282,0.959246,0.981157,0.207713
2283,0.959264,0.981165,0.207622
2284,0.959282,0.981173,0.207531
2285,0.9593,0.981182,0.20744
2286,0.959318,0.98119,0.207349
2287,0.959335,0.981198,0.207258
2288,0.959353,0.981206,0.207605
2289,0.959371,0.981215,0.207514
2290,0.959389,0.981223,0.207424
2291,0.959406,0.981231,0.207333
2292,0.959424,0.981239,0.207679
2293,0.959442,0.981247,0.208024
2294,0.959459,0.981255,0.207934
2295,0.959477,0.981264,0.207843
2296,0.959495,0.981272,0.208188
2297,0.959512,0.98128,0.208098
2298,0.95953,0.981288,0.208007
2299,0.959548,0.981296,0.208351
2300,0.959565,0.981304,0.208261
2301,0.959583,0.981312,0.20817
2302,0.9596,0.981321,0.20808
2303,0.959618,0.981329,0.208424
2304,0.959635,0.981337,0.208333
2305,0.959653,0.981345,0.208243
2306,0.95967,0.981353,0.208153
2307,0.959688,0.981361,0.208062
2308,0.959705,0.981369,0.207972
2309,0.959723,0.981377,0.207882
2310,0.95974,0.981385,0.207792
2311,0.959758,0.981393,0.207702
2312,0.959775,0.981401,0.208045
2313,0.959792,0.981409,0.207955
2314,0.95981,0.981417,0.207865
2315,0.959827,0.981425,0.207775
2316,0.959845,0.981434,0.207686
2317,0.95943,0.981442,0.207596
2318,0.959448,0.98145,0.207506
2319,0.959465,0.981458,0.207417
2320,0.959483,0.981466,0.207759
2321,0.9595,0.981474,0.207669
2322,0.959518,0.981481,0.20758
2323,0.959535,0.981489,0.20749
2324,0.959552,0.981497,0.207831
2325,0.95957,0.981505,0.207742
2326,0.959587,0.981513,0.207653
2327,0.959605,0.981521,0.207563
2328,0.959622,0.981529,0.207474
2329,0.959639,0.981537,0.207385
2330,0.959657,0.981545,0.207725
2331,0.959674,0.981553,0.207636
2332,0.959691,0.981561,0.207547
2333,0.959709,0.981569,0.207458
2334,0.959726,0.981577,0.207369
2335,0.959743,0.981585,0.207281
2336,0.95976,0.981592,0.207192
2337,0.959777,0.9816,0.207103
2338,0.959795,0.981608,0.207015
2339,0.959812,0.981616,0.206926
2340,0.959829,0.981624,0.207265
2341,0.959846,0.981632,0.207176
2342,0.959863,0.98164,0.207088
2343,0.95988,0.981647,0.207
2344,0.959898,0.981655,0.206911
2345,0.959915,0.981663,0.206823
2346,0.959932,0.981671,0.206735
2347,0.959949,0.981679,0.206647
2348,0.95954,0.981687,0.206985
2349,0.959557,0.981694,0.206897
2350,0.959574,0.981702,0.206809
2351,0.959592,0.98171,0.206721
2352,0.959609,0.981718,0.206633
2353,0.959626,0.981725,0.206545
2354,0.959643,0.981733,0.206457
2355,0.95966,0.981741,0.206369
2356,0.959677,0.981749,0.206282
2357,0.959695,0.981756,0.206194
2358,0.959712,0.981764,0.206107
2359,0.959305,0.981772,0.206019
2360,0.959322,0.98178,0.205932
2361,0.959339,0.981787,0.205845
2362,0.959356,0.981795,0.206181
2363,0.959374,0.981803,0.206094
2364,0.959391,0.98181,0.206007
2365,0.959408,0.981818,0.206342
2366,0.959425,0.981826,0.206255
2367,0.959442,0.981834,0.206168
2368,0.959459,0.981841,0.206081
2369,0.959477,0.981849,0.205994
2370,0.959494,0.981857,0.205907
2371,0.959511,0.981864,0.206242
2372,0.959528,0.981872,0.206155
2373,0.959545,0.981879,0.20649
2374,0.959562,0.981887,0.206403
2375,0.959579,0.981895,0.206737
2376,0.959596,0.981902,0.20665
2377,0.959613,0.98191,0.206563
2378,0.95963,0.981918,0.206476
2379,0.959647,0.981925,0.206389
2380,0.959664,0.981933,0.206303
2381,0.959681,0.98194,0.206216
2382,0.959698,0.981948,0.206129
2383,0.959715,0.981956,0.206043
2384,0.959732,0.981963,0.205956
2385,0.959748,0.981971,0.206289
2386,0.959765,0.981978,0.206203
2387,0.959782,0.981986,0.206116
2388,0.959799,0.981993,0.20603
2389,0.959816,0.982001,0.206362
2390,0.959833,0.982008,0.206276
2391,0.959849,0.982016,0.20619
2392,0.959866,0.982023,0.206104
