step,cb,random
1158,0.96114,0.263385
1159,0.961173,0.264021
1160,0.961207,0.264655
1161,0.96124,0.264427
1162,0.961274,0.2642
1163,0.961307,0.263972
1164,0.96134,0.264605
1165,0.961373,0.264378
1166,0.961407,0.264151
1167,0.96144,0.263925
1168,0.961473,0.264555
1169,0.961506,0.264328
1170,0.961538,0.264103
1171,0.961571,0.264731
1172,0.961604,0.264505
1173,0.961637,0.26428
1174,0.96167,0.264055
1175,0.961702,0.26383
1176,0.961735,0.263605
1177,0.961767,0.263381
1178,0.9618,0.263158
1179,0.961832,0.262935
1180,0.961864,0.262712
1181,0.961897,0.262489
1182,0.961929,0.262267
1183,0.961961,0.262046
1184,0.961993,0.261824
1185,0.962025,0.261603
1186,0.962057,0.261383
1187,0.962089,0.261163
1188,0.962121,0.261785
1189,0.962153,0.261564
1190,0.962185,0.261345
1191,0.962217,0.261125
1192,0.962248,0.260906
1193,0.96228,0.260687
1194,0.962312,0.260469
1195,0.962343,0.260251
1196,0.962375,0.260033
1197,0.962406,0.260652
1198,0.962437,0.261269
1199,0.962469,0.261051
1200,0.9625,0.260833
1201,0.962531,0.260616
1202,0.962562,0.260399
1203,0.962594,0.261014
1204,0.962625,0.261628
1205,0.962656,0.261411
1206,0.962687,0.262023
1207,0.962717,0.261806
1208,0.962748,0.261589
1209,0.962779,0.2622
1210,0.96281,0.261983
1211,0.962841,0.261767
1212,0.962871,0.261551
1213,0.962902,0.261336
1214,0.962932,0.26112
1215,0.962963,0.260905
1216,0.962993,0.260691
1217,0.963024,0.260477
1218,0.963054,0.261084
1219,0.963084,0.26087
1220,0.963115,0.260656
1221,0.963145,0.260442
1222,0.963175,0.260229
1223,0.963205,0.260834
1224,0.963235,0.261438
1225,0.963265,0.261224
1226,0.963295,0.261011
1227,0.963325,0.261614
1228,0.963355,0.261401
1229,0.963385,0.261188
1230,0.963415,0.260976
1231,0.963444,0.260764
1232,0.963474,0.260552
1233,0.963504,0.260341
1234,0.963533,0.26013
1235,0.962753,0.259919
1236,0.962783,0.259709
1237,0.962813,0.259499
1238,0.962843,0.259289
1239,0.962873,0.25908
1240,0.962903,0.258871
1241,0.962933,0.258662
1242,0.962963,0.258454
1243,0.962993,0.259051
1244,0.963023,0.258842
1245,0.963052,0.258635
1246,0.963082,0.258427
1247,0.963111,0.259022
1248,0.963141,0.258814
1249,0.963171,0.259408
1250,0.9632,0.2592
1251,0.963229,0.258993
1252,0.963259,0.259585
1253,0.963288,0.259377
1254,0.963317,0.259968
1255,0.963347,0.259761
1256,0.963376,0.259554
1257,0.963405,0.259348
1258,0.963434,0.259936
1259,0.963463,0.25973
1260,0.963492,0.259524
1261,0.963521,0.259318
1262,0.96355,0.259113
1263,0.963579,0.258907
1264,0.963608,0.258703
1265,0.963636,0.259289
1266,0.963665,0.259084
1267,0.963694,0.258879
1268,0.963722,0.258675
1269,0.963751,0.258471
1270,0.96378,0.258268
1271,0.963808,0.258065
1272,0.963836,0.258648
1273,0.963865,0.258445
1274,0.963893,0.258242
1275,0.963922,0.258039
1276,0.96395,0.257837
1277,0.963978,0.257635
1278,0.964006,0.257433
1279,0.964034,0.257232
1280,0.964063,0.257031
1281,0.964091,0.256831
1282,0.964119,0.25663
1283,0.964147,0.25643
1284,0.964174,0.257009
1285,0.964202,0.257588
1286,0.96423,0.257387
1287,0.964258,0.257187
1288,0.964286,0.257764
1289,0.964313,0.257564
1290,0.964341,0.257364
1291,0.964369,0.257165
1292,0.964396,0.256966
1293,0.964424,0.257541
1294,0.964451,0.257342
1295,0.964479,0.257143
1296,0.964506,0.257716
1297,0.964534,0.257517
1298,0.964561,0.257319
1299,0.964588,0.257121
1300,0.964615,0.256923
1301,0.964643,0.256726
1302,0.96467,0.256528
1303,0.964697,0.256332
1304,0.964724,0.256135
1305,0.964751,0.256705
1306,0.964778,0.257274
1307,0.964805,0.257077
1308,0.964832,0.256881
1309,0.964859,0.256684
1310,0.964885,0.256489
1311,0.964912,0.256293
1312,0.964939,0.256098
1313,0.964966,0.256664
1314,0.964992,0.256469
1315,0.965019,0.257034
1316,0.965046,0.257599
1317,0.965072,0.257403
1318,0.965099,0.257208
1319,0.965125,0.257771
1320,0.965152,0.257576
1321,0.965178,0.257381
1322,0.965204,0.257186
1323,0.965231,0.256992
1324,0.965257,0.256798
1325,0.965283,0.256604
1326,0.965309,0.25641
1327,0.965335,0.256971
1328,0.965361,0.25753
1329,0.965388,0.257336
1330,0.965414,0.257895
1331,0.96544,0.258452
1332,0.965465,0.258258
1333,0.965491,0.258065
1334,0.965517,0.257871
1335,0.965543,0.258427
1336,0.965569,0.258234
1337,0.965595,0.25804
1338,0.96562,0.257848
1339,0.965646,0.257655
1340,0.965672,0.257463
1341,0.965697,0.257271
1342,0.965723,0.257079
1343,0.965748,0.256888
1344,0.965774,0.25744
1345,0.965799,0.257249
1346,0.965825,0.257801
1347,0.96585,0.258352
1348,0.965875,0.25816
1349,0.965901,0.257969
1350,0.965926,0.257778
1351,0.965951,0.257587
1352,0.965976,0.257396
1353,0.966001,0.257206
1354,0.966027,0.257016
1355,0.966052,0.256827
1356,0.966077,0.256637
1357,0.966102,0.257185
1358,0.966127,0.256996
1359,0.966152,0.256806
1360,0.966176,0.257353
1361,0.966201,0.257899
1362,0.966226,0.257709
1363,0.966251,0.258254
1364,0.966276,0.258065
1365,0.9663,0.258608
1366,0.966325,0.258419
1367,0.96635,0.25823
1368,0.966374,0.258772
1369,0.966399,0.258583
1370,0.966423,0.258394
1371,0.966448,0.258206
1372,0.966472,0.258017
1373,0.966497,0.25783
1374,0.966521,0.257642
1375,0.966545,0.257455
1376,0.96657,0.257267
1377,0.966594,0.257081
1378,0.966618,0.256894
1379,0.966642,0.257433
1380,0.966667,0.257246
1381,0.966691,0.25706
1382,0.966715,0.256874
1383,0.966739,0.256688
1384,0.966763,0.256503
1385,0.966787,0.256318
1386,0.966089,0.256133
1387,0.966114,0.255948
1388,0.966138,0.255764
1389,0.966163,0.25558
1390,0.966187,0.255396
1391,0.966211,0.255212
1392,0.966236,0.255029
1393,0.96626,0.254846
1394,0.966284,0.254663
1395,0.966308,0.255197
1396,0.966332,0.255014
1397,0.966356,0.254832
1398,0.966381,0.254649
1399,0.966405,0.254467
1400,0.966429,0.254286
1401,0.966453,0.254818
1402,0.966476,0.25535
1403,0.9665,0.255167
1404,0.966524,0.254986
1405,0.966548,0.254804
1406,0.966572,0.254623
1407,0.966596,0.255153
1408,0.966619,0.254972
1409,0.966643,0.254791
1410,0.966667,0.255319
1411,0.96669,0.255138
1412,0.966714,0.255666
1413,0.966737,0.255485
1414,0.966761,0.255304
1415,0.966784,0.25583
1416,0.966808,0.25565
1417,0.966831,0.255469
1418,0.966855,0.255289
1419,0.966878,0.255814
1420,0.966901,0.255634
1421,0.966925,0.255454
1422,0.966948,0.255274
1423,0.966971,0.255095
1424,0.966994,0.254916
1425,0.967018,0.254737
1426,0.967041,0.255259
1427,0.967064,0.255081
1428,0.967087,0.254902
1429,0.96711,0.254724
1430,0.967133,0.254545
1431,0.967156,0.254368
1432,0.967179,0.25419
1433,0.967202,0.254013
1434,0.967225,0.253835
1435,0.967247,0.253659
1436,0.96727,0.253482
1437,0.967293,0.253305
1438,0.967316,0.253129
1439,0.967338,0.252953
1440,0.967361,0.252778
1441,0.967384,0.252602
1442,0.967406,0.253121
1443,0.967429,0.252945
1444,0.967452,0.25277
1445,0.967474,0.252595
1446,0.967497,0.25242
1447,0.967519,0.252246
1448,0.967541,0.252072
1449,0.967564,0.251898
1450,0.967586,0.251724
1451,0.967609,0.25224
1452,0.967631,0.252066
1453,0.967653,0.251893
1454,0.967675,0.251719
1455,0.967698,0.252234
1456,0.96772,0.25206
1457,0.967742,0.251887
1458,0.967764,0.251715
1459,0.967786,0.252228
1460,0.967808,0.252055
1461,0.96783,0.252567
1462,0.967852,0.253078
1463,0.967874,0.253589
1464,0.967896,0.253415
1465,0.967918,0.253242
1466,0.96794,0.25307
1467,0.967962,0.253579
1468,0.967984,0.253406
1469,0.968005,0.253233
1470,0.968027,0.253061
1471,0.968049,0.252889
1472,0.968071,0.252717
1473,0.968092,0.253225
1474,0.968114,0.253731
1475,0.968136,0.253559
1476,0.968157,0.253388
1477,0.968179,0.253893
1478,0.9682,0.253721
1479,0.968222,0.25355
1480,0.968243,0.254054
1481,0.968265,0.253883
1482,0.968286,0.253711
1483,0.968307,0.25354
1484,0.968329,0.254043
1485,0.96835,0.254545
1486,0.968371,0.255047
1487,0.968393,0.255548
1488,0.968414,0.255376
1489,0.968435,0.255205
1490,0.968456,0.255705
1491,0.968478,0.255533
1492,0.968499,0.256032
1493,0.96852,0.255861
1494,0.968541,0.256359
1495,0.968562,0.256856
1496,0.968583,0.256684
1497,0.967936,0.256513
1498,0.967957,0.256342
1499,0.967979,0.256171
1500,0.968,0.256667
1501,0.968021,0.256496
1502,0.968043,0.256325
1503,0.968064,0.256154
1504,0.968085,0.256649
1505,0.968106,0.256478
1506,0.968127,0.256308
1507,0.968149,0.256138
1508,0.96817,0.255968
1509,0.968191,0.256461
1510,0.968212,0.256291
1511,0.968233,0.256122
1512,0.968254,0.255952
1513,0.968275,0.255783
1514,0.968296,0.255614
1515,0.968317,0.255446
1516,0.968338,0.255937
1517,0.968359,0.255768
1518,0.968379,0.256258
1519,0.9684,0.25609
1520,0.968421,0.256579
1521,0.968442,0.25641
1522,0.968463,0.256242
1523,0.968483,0.256074
1524,0.968504,0.255906
1525,0.968525,0.256393
1526,0.968545,0.256225
1527,0.968566,0.256058
1528,0.968586,0.25589
1529,0.968607,0.256377
1530,0.968627,0.256209
1531,0.968648,0.256042
1532,0.968668,0.255875
1533,0.968689,0.255708
1534,0.968709,0.255541
1535,0.96873,0.255375
1536,0.96875,0.255208
1537,0.96877,0.255042
1538,0.968791,0.254876
1539,0.968811,0.255361
1540,0.968831,0.255195
1541,0.968851,0.255029
1542,0.968872,0.254864
1543,0.968892,0.254699
1544,0.968912,0.254534
1545,0.968932,0.254369
1546,0.968952,0.254204
1547,0.968972,0.25404
1548,0.968992,0.254522
1549,0.969012,0.255003
1550,0.969032,0.254839
1551,0.968407,0.254674
1552,0.968428,0.25451
1553,0.968448,0.25499
1554,0.968468,0.25547
1555,0.968489,0.255305
1556,0.968509,0.255141
1557,0.968529,0.254978
1558,0.967908,0.254814
1559,0.967928,0.255292
1560,0.967949,0.255128
1561,0.967969,0.254965
1562,0.96799,0.254802
1563,0.96801,0.254639
1564,0.968031,0.254476
1565,0.968051,0.254952
1566,0.968072,0.254789
1567,0.968092,0.254627
1568,0.968112,0.254464
1569,0.968133,0.254939
1570,0.968153,0.254777
1571,0.968173,0.254615
1572,0.968193,0.254453
1573,0.968214,0.254291
1574,0.968234,0.25413
1575,0.968254,0.253968
1576,0.968274,0.254442
1577,0.968294,0.25428
1578,0.968314,0.254753
1579,0.968334,0.254592
1580,0.968354,0.25443
1581,0.968374,0.254269
1582,0.968394,0.254109
1583,0.968414,0.253948
1584,0.968434,0.253788
1585,0.968454,0.254259
1586,0.968474,0.254098
1587,0.968494,0.253938
1588,0.968514,0.253778
1589,0.968534,0.253619
1590,0.968553,0.253459
1591,0.968573,0.2533
1592,0.968593,0.253141
1593,0.968613,0.25361
1594,0.968632,0.25345
1595,0.968652,0.253292
1596,0.968672,0.253133
1597,0.968691,0.252974
1598,0.968711,0.252816
1599,0.96873,0.252658
1600,0.96875,0.2525
1601,0.96877,0.252342
1602,0.968789,0.252185
1603,0.968808,0.252027
1604,0.968828,0.25187
1605,0.968847,0.252336
1606,0.968867,0.252802
1607,0.968886,0.252645
1608,0.968905,0.253109
1609,0.968925,0.252952
1610,0.968944,0.252795
1611,0.968963,0.252638
1612,0.968983,0.252481
1613,0.969002,0.252325
1614,0.969021,0.252169
1615,0.96904,0.252012
1616,0.969059,0.252475
1617,0.969079,0.252938
1618,0.969098,0.252781
1619,0.969117,0.252625
1620,0.969136,0.252469
1621,0.969155,0.252313
1622,0.969174,0.252158
1623,0.969193,0.252619
1624,0.969212,0.252463
1625,0.969231,0.252923
1626,0.96925,0.252768
1627,0.969269,0.252612
1628,0.969287,0.253071
1629,0.969306,0.25353
1630,0.969325,0.253988
1631,0.969344,0.253832
1632,0.969363,0.253676
1633,0.969382,0.253521
1634,0.9694,0.253366
1635,0.969419,0.253211
1636,0.969438,0.253056
1637,0.969456,0.252902
1638,0.969475,0.252747
1639,0.969494,0.253203
1640,0.969512,0.253049
1641,0.969531,0.252895
1642,0.969549,0.252741
1643,0.969568,0.253195
1644,0.969586,0.253041
1645,0.968997,0.253495
1646,0.969016,0.253341
1647,0.969035,0.253188
1648,0.969053,0.253034
1649,0.969072,0.252881
1650,0.969091,0.252727
1651,0.96911,0.252574
1652,0.969128,0.252421
1653,0.969147,0.252874
1654,0.969166,0.252721
1655,0.969184,0.252568
1656,0.969203,0.252415
1657,0.969221,0.252263
1658,0.96924,0.252111
1659,0.969259,0.251959
1660,0.969277,0.251807
1661,0.968694,0.251656
1662,0.968712,0.252106
1663,0.968731,0.251954
1664,0.96875,0.251803
1665,0.968769,0.251652
1666,0.968788,0.252101
1667,0.968806,0.25195
1668,0.968825,0.251799
1669,0.968844,0.252247
1670,0.968862,0.252096
1671,0.968881,0.251945
1672,0.9689,0.251794
1673,0.968918,0.251644
1674,0.968937,0.251493
1675,0.968955,0.25194
1676,0.968974,0.25179
1677,0.968992,0.25164
1678,0.969011,0.25149
1679,0.969029,0.25134
1680,0.969048,0.25119
1681,0.969066,0.251636
1682,0.969084,0.251486
1683,0.969103,0.251337
1684,0.969121,0.251188
1685,0.969139,0.251039
1686,0.969158,0.25089
1687,0.969176,0.250741
1688,0.969194,0.250592
1689,0.969213,0.250444
1690,0.969231,0.250888
1691,0.969249,0.251331
1692,0.969267,0.251773
1693,0.969285,0.252215
1694,0.969303,0.252066
1695,0.969322,0.251917
1696,0.96934,0.251769
1697,0.969358,0.25221
1698,0.969376,0.252061
1699,0.969394,0.251913
1700,0.969412,0.251765
1701,0.96943,0.252205
1702,0.969448,0.252056
1703,0.969466,0.252496
1704,0.969484,0.252347
1705,0.969501,0.252199
1706,0.969519,0.252052
1707,0.969537,0.251904
1708,0.969555,0.252342
1709,0.969573,0.252194
1710,0.969591,0.252632
1711,0.969608,0.253068
1712,0.969626,0.253505
1713,0.969644,0.253357
1714,0.969662,0.253209
1715,0.969679,0.253061
1716,0.969697,0.252914
1717,0.969132,0.252766
1718,0.96915,0.252619
1719,0.969168,0.252472
1720,0.969186,0.252907
1721,0.969204,0.25276
1722,0.969222,0.253194
1723,0.96924,0.253047
1724,0.969258,0.2529
1725,0.969275,0.252754
1726,0.969293,0.253187
1727,0.969311,0.25304
1728,0.969329,0.252894
1729,0.969346,0.252747
1730,0.969364,0.252601
1731,0.969382,0.253033
1732,0.9694,0.252887
1733,0.969417,0.253318
1734,0.969435,0.253749
1735,0.969452,0.253602
1736,0.96947,0.253456
1737,0.969488,0.253886
1738,0.969505,0.25374
1739,0.969523,0.254169
1740,0.96954,0.254023
1741,0.969558,0.253877
1742,0.969575,0.254305
1743,0.969593,0.254159
1744,0.96961,0.254014
1745,0.969628,0.253868
1746,0.969645,0.253723
1747,0.969662,0.253578
1748,0.96968,0.253432
1749,0.969697,0.253288
1750,0.969714,0.253714
1751,0.969732,0.25414
1752,0.969749,0.253995
1753,0.969766,0.254421
1754,0.969783,0.254846
1755,0.969801,0.254701
1756,0.969818,0.254556
1757,0.969835,0.254411
1758,0.969852,0.254266
1759,0.969869,0.254122
1760,0.969886,0.253977
1761,0.969903,0.253833
1762,0.969921,0.254257
1763,0.969938,0.25468
1764,0.969955,0.254535
1765,0.969972,0.254958
1766,0.969989,0.254813
1767,0.970006,0.254669
1768,0.970023,0.254525
1769,0.97004,0.254381
1770,0.970056,0.254237
1771,0.970073,0.254094
1772,0.97009,0.25395
1773,0.970107,0.253807
1774,0.970124,0.254228
1775,0.970141,0.254085
1776,0.970158,0.253941
1777,0.970174,0.253799
1778,0.970191,0.253656
1779,0.970208,0.254075
1780,0.970225,0.253933
1781,0.970241,0.25379
1782,0.970258,0.254209
1783,0.970275,0.254066
1784,0.970291,0.253924
1785,0.970308,0.253782
1786,0.970325,0.253639
1787,0.970341,0.253497
1788,0.970358,0.253356
1789,0.970375,0.253214
1790,0.970391,0.253073
1791,0.970408,0.252931
1792,0.970424,0.253348
1793,0.970441,0.253207
1794,0.970457,0.253066
1795,0.970474,0.252925
1796,0.97049,0.252784
1797,0.970506,0.2532
1798,0.970523,0.253059
1799,0.970539,0.252918
1800,0.970556,0.252778
1801,0.970572,0.253193
1802,0.970588,0.253607
1803,0.970605,0.254021
1804,0.970621,0.254435
1805,0.970637,0.254294
1806,0.970653,0.254153
1807,0.97067,0.254012
1808,0.970686,0.253872
1809,0.970702,0.254284
1810,0.970718,0.254144
1811,0.970734,0.254003
1812,0.970751,0.253863
1813,0.970767,0.254275
1814,0.970783,0.254135
1815,0.970799,0.253994
1816,0.970815,0.253855
1817,0.970831,0.253715
1818,0.970847,0.253575
1819,0.970863,0.253436
1820,0.970879,0.253297
1821,0.970895,0.253158
1822,0.970911,0.253568
1823,0.970927,0.253428
1824,0.970943,0.253289
1825,0.970959,0.253151
1826,0.970975,0.253012
1827,0.970991,0.252874
1828,0.971007,0.252735
1829,0.971022,0.252597
1830,0.971038,0.252459
1831,0.971054,0.252321
1832,0.97107,0.252183
1833,0.971086,0.252046
1834,0.971101,0.251908
1835,0.971117,0.252316
1836,0.971133,0.252179
1837,0.971149,0.252041
1838,0.971164,0.251904
1839,0.97118,0.251767
1840,0.971196,0.252174
1841,0.971211,0.252037
1842,0.971227,0.2519
1843,0.971243,0.252306
1844,0.971258,0.252169
1845,0.971274,0.252033
1846,0.971289,0.251896
1847,0.971305,0.25176
1848,0.97132,0.251623
1849,0.971336,0.251487
1850,0.971351,0.251351
1851,0.971367,0.251756
1852,0.971382,0.25216
1853,0.971398,0.252024
1854,0.971413,0.252427
1855,0.971429,0.25283
1856,0.971444,0.252694
1857,0.971459,0.252558
1858,0.971475,0.25296
1859,0.97149,0.252824
1860,0.971505,0.252688
1861,0.971521,0.25309
1862,0.971536,0.252954
1863,0.971551,0.252818
1864,0.971567,0.252682
1865,0.971582,0.252547
1866,0.971597,0.252412
1867,0.971612,0.252812
1868,0.971627,0.252677
1869,0.971643,0.252541
1870,0.971658,0.252406
1871,0.971673,0.252272
1872,0.971688,0.252137
1873,0.971703,0.252002
1874,0.971718,0.251868
1875,0.971733,0.251733
1876,0.971748,0.251599
1877,0.971763,0.251998
1878,0.971778,0.251864
1879,0.971794,0.25173
1880,0.971809,0.251596
1881,0.971823,0.251462
1882,0.971838,0.251328
1883,0.971853,0.251195
1884,0.971868,0.251062
1885,0.971883,0.250928
1886,0.971898,0.250795
1887,0.971913,0.250662
1888,0.971928,0.25053
1889,0.971943,0.250397
1890,0.971958,0.250265
1891,0.971973,0.250132
1892,0.971987,0.25
1893,0.972002,0.249868
1894,0.972017,0.249736
1895,0.972032,0.249604
1896,0.972046,0.25
1897,0.972061,0.249868
1898,0.971549,0.249737
1899,0.971564,0.249605
1900,0.971579,0.249474
1901,0.971594,0.249342
1902,0.971609,0.249211
1903,0.971624,0.24908
1904,0.971639,0.24895
1905,0.971654,0.248819
1906,0.971668,0.249213
1907,0.971683,0.249082
1908,0.971698,0.248952
1909,0.971713,0.248821
1910,0.971728,0.248691
1911,0.971743,0.248561
1912,0.971757,0.248431
1913,0.971772,0.248301
1914,0.971264,0.248694
1915,0.971279,0.248564
1916,0.971294,0.248434
1917,0.971309,0.248305
1918,0.971324,0.248175
1919,0.971339,0.248046
1920,0.971354,0.247917
1921,0.971369,0.247788
1922,0.971384,0.247659
1923,0.971399,0.24753
1924,0.971414,0.247401
1925,0.971429,0.247792
1926,0.971443,0.247664
1927,0.971458,0.247535
1928,0.971473,0.247407
1929,0.971488,0.247278
1930,0.971503,0.24715
1931,0.971517,0.247022
1932,0.971532,0.246894
1933,0.971547,0.246767
1934,0.971562,0.246639
1935,0.971576,0.247028
1936,0.971591,0.246901
1937,0.971606,0.24729
1938,0.97162,0.247162
1939,0.971635,0.247035
1940,0.971649,0.246907
1941,0.971664,0.247295
1942,0.971679,0.247168
1943,0.971693,0.247041
1944,0.971708,0.246914
1945,0.971722,0.247301
1946,0.971737,0.247174
1947,0.971751,0.247047
1948,0.971766,0.247433
1949,0.97178,0.247306
1950,0.971795,0.247179
1951,0.971809,0.247053
1952,0.971824,0.247439
1953,0.971838,0.247312
1954,0.971341,0.247185
1955,0.971355,0.247059
1956,0.97137,0.246933
1957,0.971385,0.246806
1958,0.971399,0.24668
1959,0.970904,0.246554
1960,0.970918,0.246429
1961,0.970933,0.246303
1962,0.970948,0.246687
1963,0.970963,0.246561
1964,0.970978,0.246945
1965,0.970992,0.246819
1966,0.971007,0.247202
1967,0.971022,0.247077
1968,0.971037,0.246951
1969,0.971051,0.246826
1970,0.971066,0.246701
1971,0.971081,0.247083
1972,0.971095,0.247465
1973,0.97111,0.247339
1974,0.971125,0.247214
1975,0.971139,0.247089
1976,0.971154,0.24747
1977,0.971168,0.247344
1978,0.971183,0.247219
1979,0.971198,0.247094
1980,0.971212,0.24697
1981,0.971227,0.246845
1982,0.971241,0.24672
1983,0.971256,0.2471
1984,0.97127,0.246976
1985,0.971285,0.246851
1986,0.971299,0.246727
1987,0.971314,0.246603
1988,0.971328,0.246479
1989,0.971342,0.246858
1990,0.971357,0.247236
1991,0.971371,0.247614
1992,0.971386,0.24749
1993,0.9714,0.247366
1994,0.971414,0.247242
1995,0.971429,0.247619
1996,0.971443,0.247495
1997,0.971457,0.247371
1998,0.971471,0.247247
1999,0.971486,0.247624
2000,0.9715,0.2475
2001,0.971514,0.247376
2002,0.971528,0.247253
2003,0.971543,0.247129
2004,0.971557,0.247505
2005,0.971571,0.24788
2006,0.971585,0.247757
2007,0.971599,0.247633
2008,0.971614,0.24751
2009,0.971628,0.247387
2010,0.971642,0.247761
2011,0.971656,0.248135
2012,0.97167,0.248012
2013,0.971684,0.247889
2014,0.971698,0.247766
2015,0.971712,0.247643
2016,0.971726,0.24752
2017,0.97174,0.247893
2018,0.971754,0.24777
2019,0.971768,0.247647
2020,0.971782,0.247525
2021,0.971796,0.247402
2022,0.97181,0.24728
2023,0.971824,0.247158
2024,0.971838,0.24753
2025,0.971852,0.247407
2026,0.971866,0.247285
2027,0.97188,0.247163
2028,0.971893,0.247535
2029,0.971907,0.247413
2030,0.971921,0.247291
2031,0.971935,0.247661
2032,0.971949,0.247539
2033,0.971963,0.247418
2034,0.971976,0.247296
2035,0.97199,0.247174
2036,0.972004,0.247053
2037,0.972018,0.246932
2038,0.972031,0.246811
2039,0.972045,0.24669
2040,0.972059,0.246569
2041,0.972073,0.246448
2042,0.972086,0.246327
2043,0.9721,0.246207
2044,0.972114,0.246575
2045,0.972127,0.246455
2046,0.972141,0.246334
2047,0.972154,0.246214
2048,0.972168,0.246094
2049,0.972182,0.245974
2050,0.972195,0.245854
2051,0.972209,0.246221
2052,0.972222,0.246589
2053,0.972236,0.246956
2054,0.972249,0.247322
2055,0.972263,0.247202
2056,0.972276,0.247082
2057,0.97229,0.246962
2058,0.972303,0.246842
2059,0.972317,0.246722
2060,0.97233,0.247087
2061,0.972344,0.246967
2062,0.972357,0.246848
2063,0.97237,0.246728
2064,0.972384,0.246609
2065,0.972397,0.246489
2066,0.97241,0.24637
2067,0.972424,0.246251
2068,0.972437,0.246132
2069,0.97245,0.246496
2070,0.972464,0.246377
2071,0.972477,0.246741
2072,0.97249,0.247104
2073,0.972504,0.246985
2074,0.972517,0.246866
2075,0.97253,0.246747
2076,0.972543,0.24711
2077,0.972557,0.246991
2078,0.97257,0.246872
2079,0.972583,0.246753
2080,0.972596,0.246635
2081,0.972609,0.246516
2082,0.972622,0.246878
2083,0.972636,0.246759
2084,0.972649,0.246641
2085,0.972662,0.247002
2086,0.972675,0.246884
2087,0.972688,0.246766
2088,0.972701,0.246648
2089,0.972714,0.246529
2090,0.972727,0.246411
2091,0.97274,0.246294
2092,0.972753,0.246176
2093,0.972766,0.246058
2094,0.972779,0.245941
2095,0.972792,0.246301
2096,0.972805,0.246183
2097,0.972818,0.246066
2098,0.972831,0.246425
2099,0.972844,0.246308
2100,0.972857,0.24619
2101,0.97287,0.246549
2102,0.972883,0.246432
2103,0.972896,0.246315
2104,0.972909,0.246198
2105,0.972922,0.246081
2106,0.972934,0.246439
2107,0.972947,0.246322
2108,0.97296,0.246679
2109,0.972973,0.246562
2110,0.972986,0.246445
2111,0.972999,0.246329
2112,0.973011,0.246212
2113,0.973024,0.246569
2114,0.973037,0.246452
2115,0.97305,0.246336
2116,0.973062,0.246692
2117,0.973075,0.246575
2118,0.973088,0.246459
2119,0.973101,0.246343
2120,0.973113,0.246698
2121,0.973126,0.247053
2122,0.973139,0.246937
2123,0.973151,0.246821
2124,0.973164,0.247175
2125,0.973176,0.247529
2126,0.973189,0.247413
2127,0.973202,0.247297
2128,0.973214,0.24718
2129,0.973227,0.247534
2130,0.973239,0.247418
2131,0.973252,0.247771
2132,0.973265,0.247655
2133,0.973277,0.248008
2134,0.97329,0.247891
2135,0.973302,0.247775
2136,0.973315,0.247659
2137,0.973327,0.247543
2138,0.97334,0.247428
2139,0.973352,0.247312
2140,0.973364,0.247196
2141,0.973377,0.247081
2142,0.973389,0.246965
2143,0.973402,0.24685
2144,0.973414,0.246735
2145,0.973427,0.247086
2146,0.973439,0.247437
2147,0.973451,0.247322
2148,0.973464,0.247207
2149,0.973476,0.247092
2150,0.973488,0.246977
2151,0.973501,0.246862
2152,0.973513,0.246747
2153,0.973525,0.246633
2154,0.973538,0.246518
2155,0.97355,0.246404
2156,0.973562,0.246289
2157,0.973574,0.246175
2158,0.973587,0.246061
2159,0.973599,0.24641
2160,0.973611,0.246296
2161,0.973623,0.246182
2162,0.973636,0.246068
2163,0.973648,0.245955
2164,0.97366,0.245841
2165,0.973672,0.245727
2166,0.973684,0.245614
2167,0.973696,0.245501
2168,0.973708,0.245387
2169,0.973721,0.245274
2170,0.973733,0.245161
2171,0.973745,0.245048
2172,0.973757,0.244936
2173,0.973769,0.244823
2174,0.973781,0.24517
2175,0.973793,0.245517
2176,0.973805,0.245864
2177,0.973817,0.245751
2178,0.973829,0.245638
2179,0.973841,0.245525
2180,0.973853,0.245413
2181,0.973865,0.2453
2182,0.973877,0.245188
2183,0.973889,0.245534
2184,0.973901,0.245421
2185,0.973913,0.245767
2186,0.973925,0.245654
2187,0.973937,0.245542
2188,0.973949,0.245887
2189,0.973961,0.246231
2190,0.973973,0.246119
2191,0.973984,0.246463
2192,0.973996,0.24635
2193,0.974008,0.246238
2194,0.97402,0.246582
2195,0.974032,0.246469
2196,0.974044,0.246812
2197,0.974056,0.2467
2198,0.974067,0.247043
2199,0.974079,0.247385
2200,0.974091,0.247273
2201,0.974103,0.247615
2202,0.974114,0.247956
2203,0.974126,0.247844
2204,0.974138,0.247731
2205,0.97415,0.247619
2206,0.974161,0.247507
2207,0.974173,0.247395
2208,0.974185,0.247283
2209,0.974196,0.247171
2210,0.974208,0.247511
2211,0.97422,0.247399
2212,0.974231,0.247288
2213,0.974243,0.247628
2214,0.974255,0.247516
2215,0.974266,0.247856
2216,0.974278,0.247744
2217,0.97429,0.247632
2218,0.974301,0.24752
2219,0.974313,0.247859
2220,0.974324,0.247748
2221,0.974336,0.248086
2222,0.974347,0.247975
2223,0.974359,0.247863
2224,0.974371,0.247752
2225,0.974382,0.24764
2226,0.974394,0.247529
2227,0.974405,0.247418
2228,0.974417,0.247756
2229,0.974428,0.248093
2230,0.974439,0.247982
2231,0.974451,0.248319
2232,0.974462,0.248208
2233,0.974474,0.248097
