step,cb,random
2234,0.974485,0.247986
2235,0.974497,0.247875
2236,0.974508,0.247764
2237,0.974519,0.247653
2238,0.974531,0.247989
2239,0.974542,0.247879
2240,0.974554,0.247768
2241,0.974565,0.247657
2242,0.974576,0.247547
2243,0.974588,0.247436
2244,0.974599,0.247326
2245,0.97461,0.247216
2246,0.974622,0.247551
2247,0.974633,0.247441
2248,0.974644,0.247331
2249,0.974655,0.247666
2250,0.974667,0.247556
2251,0.974678,0.24789
2252,0.974689,0.24778
2253,0.9747,0.24767
2254,0.974712,0.24756
2255,0.974723,0.247894
2256,0.974734,0.247784
2257,0.974745,0.247674
2258,0.974756,0.248007
2259,0.974768,0.247897
2260,0.974779,0.247788
2261,0.97479,0.24812
2262,0.974801,0.248011
2263,0.974812,0.247901
2264,0.974823,0.248233
2265,0.974834,0.248124
2266,0.974846,0.248455
2267,0.974857,0.248346
2268,0.974868,0.248236
2269,0.974879,0.248127
2270,0.97489,0.248018
2271,0.974901,0.247908
2272,0.974912,0.247799
2273,0.974923,0.24769
2274,0.974934,0.248021
2275,0.974945,0.247912
2276,0.974956,0.247803
2277,0.974967,0.248134
2278,0.974978,0.248464
2279,0.974989,0.248355
2280,0.975,0.248246
2281,0.975011,0.248137
2282,0.975022,0.248028
2283,0.975033,0.247919
2284,0.975044,0.247811
2285,0.975055,0.24814
2286,0.975066,0.248031
2287,0.975077,0.247923
2288,0.975087,0.247815
2289,0.975098,0.247706
2290,0.975109,0.247598
2291,0.97512,0.24749
2292,0.975131,0.247382
2293,0.975142,0.24771
2294,0.975153,0.247602
2295,0.975163,0.247495
2296,0.975174,0.247822
2297,0.975185,0.247714
2298,0.975196,0.247607
2299,0.975207,0.247499
2300,0.975217,0.247826
2301,0.975228,0.248153
2302,0.975239,0.248045
2303,0.97525,0.247937
2304,0.97526,0.24783
2305,0.975271,0.247722
2306,0.975282,0.247615
2307,0.975293,0.247941
2308,0.975303,0.247834
2309,0.975314,0.247726
2310,0.975325,0.247619
2311,0.975335,0.247512
2312,0.975346,0.247405
2313,0.975357,0.247298
2314,0.975367,0.247623
2315,0.975378,0.247516
2316,0.975389,0.247409
2317,0.975399,0.247303
2318,0.97541,0.247196
2319,0.974989,0.24752
2320,0.975,0.247414
2321,0.975011,0.247738
2322,0.975022,0.248062
2323,0.975032,0.247955
2324,0.975043,0.248279
2325,0.975054,0.248172
2326,0.975064,0.248065
2327,0.975075,0.247959
2328,0.975086,0.247852
2329,0.975097,0.247746
2330,0.975107,0.248069
2331,0.975118,0.247962
2332,0.975129,0.248285
2333,0.975139,0.248178
2334,0.97515,0.248072
2335,0.975161,0.247966
2336,0.975171,0.24786
2337,0.975182,0.247754
2338,0.975192,0.247648
2339,0.975203,0.247969
2340,0.975214,0.247863
2341,0.975224,0.247757
2342,0.975235,0.247652
2343,0.975245,0.247546
2344,0.975256,0.247867
2345,0.975267,0.247761
2346,0.975277,0.247656
2347,0.975288,0.247976
2348,0.975298,0.248296
2349,0.975309,0.248191
2350,0.975319,0.248085
2351,0.97533,0.24798
2352,0.97534,0.247874
2353,0.975351,0.247769
2354,0.975361,0.247664
2355,0.975372,0.247558
2356,0.975382,0.247453
2357,0.975392,0.247348
2358,0.975403,0.247243
2359,0.975413,0.247139
2360,0.975424,0.247458
2361,0.975434,0.247353
2362,0.975445,0.247248
2363,0.975455,0.247567
2364,0.975465,0.247885
2365,0.975476,0.248203
2366,0.975486,0.248521
2367,0.975496,0.248838
2368,0.975507,0.248733
2369,0.975517,0.24905
2370,0.975527,0.248945
2371,0.975538,0.24884
2372,0.975548,0.248735
2373,0.975558,0.24863
2374,0.975569,0.248526
2375,0.975579,0.248421
2376,0.975589,0.248316
2377,0.975599,0.248212
2378,0.97561,0.248108
2379,0.97562,0.248003
2380,0.97563,0.247899
2381,0.97564,0.247795
2382,0.975651,0.247691
2383,0.975661,0.248007
2384,0.975671,0.247903
2385,0.975262,0.248218
2386,0.975272,0.248114
2387,0.975283,0.248429
2388,0.975293,0.248325
2389,0.975303,0.24864
2390,0.975314,0.248536
2391,0.975324,0.248432
2392,0.975334,0.248328
2393,0.975345,0.248224
2394,0.975355,0.24812
2395,0.975365,0.248017
2396,0.975376,0.248331
2397,0.975386,0.248644
2398,0.975396,0.248957
2399,0.975406,0.249271
2400,0.975417,0.249167
2401,0.975427,0.249479
2402,0.975437,0.249792
2403,0.975031,0.250104
2404,0.975042,0.25
2405,0.975052,0.249896
2406,0.975062,0.249792
2407,0.975073,0.249688
2408,0.975083,0.249585
2409,0.975093,0.249481
2410,0.975104,0.249793
2411,0.975114,0.249689
2412,0.975124,0.249585
2413,0.975135,0.249896
2414,0.975145,0.249793
2415,0.975155,0.249689
2416,0.975166,0.249586
2417,0.975176,0.249483
2418,0.975186,0.249793
2419,0.975196,0.24969
2420,0.975207,0.249587
2421,0.975217,0.249484
2422,0.975227,0.249794
2423,0.975237,0.24969
2424,0.975248,0.25
2425,0.975258,0.250309
2426,0.975268,0.250206
2427,0.975278,0.250103
2428,0.975288,0.25
2429,0.975298,0.250309
2430,0.975309,0.250206
2431,0.975319,0.250103
2432,0.975329,0.25
2433,0.975339,0.250308
2434,0.975349,0.250205
2435,0.975359,0.250513
2436,0.975369,0.250411
2437,0.97538,0.250718
2438,0.97539,0.251025
2439,0.9754,0.250923
2440,0.97541,0.25123
2441,0.97542,0.251127
2442,0.97543,0.251433
2443,0.97544,0.25133
2444,0.97545,0.251637
2445,0.97546,0.251534
2446,0.97547,0.251431
2447,0.97548,0.251328
2448,0.97549,0.251225
2449,0.9755,0.251123
2450,0.97551,0.25102
2451,0.97552,0.251326
2452,0.97553,0.251223
2453,0.97554,0.251121
2454,0.97555,0.251019
2455,0.97556,0.250916
2456,0.97557,0.251221
2457,0.97558,0.251119
2458,0.97559,0.251017
2459,0.9756,0.250915
2460,0.97561,0.250813
2461,0.97562,0.251117
2462,0.97563,0.251015
2463,0.975639,0.25132
2464,0.975649,0.251218
2465,0.975659,0.251116
2466,0.975669,0.251014
2467,0.975679,0.251317
2468,0.975689,0.251216
2469,0.975699,0.251114
2470,0.975709,0.251012
2471,0.975718,0.250911
2472,0.975728,0.251214
2473,0.975738,0.251112
2474,0.975748,0.251011
2475,0.975758,0.250909
2476,0.975767,0.250808
2477,0.975777,0.250706
2478,0.975787,0.250605
2479,0.975797,0.250504
2480,0.975806,0.250403
2481,0.975816,0.250705
2482,0.975826,0.250604
2483,0.975836,0.250503
2484,0.975845,0.250403
2485,0.975855,0.250302
2486,0.975865,0.250201
2487,0.975875,0.250101
2488,0.975884,0.25
2489,0.975894,0.2499
2490,0.975904,0.249799
2491,0.975913,0.249699
2492,0.975923,0.249599
2493,0.975933,0.249499
2494,0.975942,0.249399
2495,0.975952,0.249299
2496,0.975962,0.249199
2497,0.975971,0.249099
2498,0.975981,0.248999
2499,0.97599,0.2489
2500,0.976,0.2492
2501,0.97601,0.2491
2502,0.976019,0.2494
2503,0.976029,0.249301
2504,0.976038,0.249201
2505,0.976048,0.249102
2506,0.976057,0.249401
2507,0.976067,0.249302
2508,0.976077,0.249203
2509,0.976086,0.249103
2510,0.976096,0.249004
2511,0.976105,0.248905
2512,0.976115,0.248806
2513,0.976124,0.248707
2514,0.976134,0.248608
2515,0.976143,0.248509
2516,0.976153,0.248808
2517,0.976162,0.249106
2518,0.976172,0.249007
2519,0.976181,0.249305
2520,0.97619,0.249206
2521,0.9762,0.249504
2522,0.976209,0.249405
2523,0.976219,0.249306
2524,0.976228,0.249208
2525,0.976238,0.249109
2526,0.976247,0.24901
2527,0.976256,0.248912
2528,0.976266,0.249209
2529,0.976275,0.24911
2530,0.976285,0.249012
2531,0.976294,0.248913
2532,0.976303,0.248815
2533,0.976313,0.248717
2534,0.976322,0.248619
2535,0.976331,0.248915
2536,0.976341,0.249211
2537,0.97635,0.249113
2538,0.976359,0.249015
2539,0.976369,0.248917
2540,0.976378,0.248819
2541,0.976387,0.248721
2542,0.976397,0.248623
2543,0.976406,0.248919
2544,0.976415,0.248821
2545,0.976424,0.248723
2546,0.976434,0.248625
2547,0.976443,0.248528
2548,0.976452,0.24843
2549,0.976461,0.248333
2550,0.976078,0.248235
2551,0.976088,0.248138
2552,0.976097,0.248433
2553,0.976107,0.248335
2554,0.976116,0.24863
2555,0.976125,0.248532
2556,0.976135,0.248826
2557,0.976144,0.248729
2558,0.976153,0.248632
2559,0.976163,0.248535
2560,0.976172,0.248438
2561,0.976181,0.24834
2562,0.97619,0.248634
2563,0.9762,0.248537
2564,0.976209,0.24883
2565,0.976218,0.248733
2566,0.976228,0.248636
2567,0.976237,0.248929
2568,0.976246,0.248832
2569,0.976255,0.249124
2570,0.976265,0.249027
2571,0.976274,0.24893
2572,0.976283,0.248834
2573,0.976292,0.248737
2574,0.976301,0.24864
2575,0.976311,0.248544
2576,0.97632,0.248447
2577,0.976329,0.248351
2578,0.976338,0.248254
2579,0.976347,0.248158
2580,0.976357,0.248062
2581,0.976366,0.247966
2582,0.976375,0.24787
2583,0.976384,0.248161
2584,0.976393,0.248065
2585,0.976402,0.247969
2586,0.976411,0.247873
2587,0.976421,0.247777
2588,0.97643,0.247682
2589,0.976439,0.247586
2590,0.976448,0.24749
2591,0.976457,0.247395
2592,0.976466,0.247299
2593,0.976475,0.247204
2594,0.976484,0.247109
2595,0.976493,0.247013
2596,0.976502,0.247304
2597,0.976511,0.247593
2598,0.97652,0.247498
2599,0.976529,0.247403
2600,0.976538,0.247308
2601,0.976547,0.247213
2602,0.976556,0.247118
2603,0.976566,0.247023
2604,0.976575,0.246928
2605,0.976583,0.246833
2606,0.976592,0.246738
2607,0.976601,0.246644
2608,0.97661,0.246933
2609,0.976619,0.246838
2610,0.976628,0.246743
2611,0.976637,0.246649
2612,0.976646,0.246554
2613,0.976655,0.24646
2614,0.976664,0.246748
2615,0.976673,0.246654
2616,0.976682,0.246942
2617,0.976691,0.24723
2618,0.9767,0.247135
2619,0.976709,0.247423
2620,0.976718,0.247328
2621,0.976726,0.247234
2622,0.976735,0.24714
2623,0.976744,0.247045
2624,0.976753,0.246951
2625,0.976762,0.246857
2626,0.976771,0.246763
2627,0.97678,0.246669
2628,0.976788,0.246575
2629,0.976797,0.246482
2630,0.976806,0.246388
2631,0.976815,0.246674
2632,0.976824,0.24696
2633,0.976833,0.246867
2634,0.976841,0.246773
2635,0.97685,0.247059
2636,0.976859,0.246965
2637,0.976868,0.247251
2638,0.976876,0.247157
2639,0.976885,0.247063
2640,0.976894,0.24697
2641,0.976903,0.246876
2642,0.976911,0.247161
2643,0.97692,0.247068
2644,0.976929,0.247352
2645,0.976938,0.247637
2646,0.976946,0.247543
2647,0.976955,0.24745
2648,0.976964,0.247734
2649,0.976972,0.248018
2650,0.976981,0.247925
2651,0.97699,0.248208
2652,0.976998,0.248115
2653,0.977007,0.248021
2654,0.977016,0.247928
2655,0.977024,0.247834
2656,0.977033,0.248117
2657,0.977042,0.248024
2658,0.97705,0.247931
2659,0.977059,0.247838
2660,0.977068,0.247744
2661,0.977076,0.247651
2662,0.977085,0.247934
2663,0.977094,0.248216
2664,0.977102,0.248123
2665,0.977111,0.24803
2666,0.977119,0.247937
2667,0.977128,0.248219
2668,0.977136,0.248126
2669,0.977145,0.248408
2670,0.977154,0.248315
2671,0.977162,0.248222
2672,0.977171,0.248129
2673,0.977179,0.248036
2674,0.977188,0.247943
2675,0.977196,0.24785
2676,0.977205,0.247758
2677,0.977213,0.248039
2678,0.977222,0.24832
2679,0.97723,0.248227
2680,0.977239,0.248134
2681,0.977247,0.248415
2682,0.977256,0.248322
2683,0.977264,0.24823
2684,0.977273,0.248137
2685,0.977281,0.248045
2686,0.97729,0.247952
2687,0.977298,0.24786
2688,0.977307,0.247768
2689,0.977315,0.247676
2690,0.977323,0.247584
2691,0.977332,0.247492
2692,0.97734,0.2474
2693,0.977349,0.247308
2694,0.977357,0.247587
2695,0.977365,0.247495
2696,0.977374,0.247404
2697,0.977382,0.247312
2698,0.977391,0.24722
2699,0.977399,0.247129
2700,0.977037,0.247037
2701,0.977046,0.246946
2702,0.977054,0.246854
2703,0.977063,0.246763
2704,0.977071,0.246672
2705,0.977079,0.24658
2706,0.977088,0.246489
2707,0.977096,0.246398
2708,0.977105,0.246307
2709,0.977113,0.246216
2710,0.977122,0.246125
2711,0.97713,0.246404
2712,0.977139,0.246313
2713,0.977147,0.246222
2714,0.977155,0.2465
2715,0.977164,0.246409
2716,0.977172,0.246318
2717,0.977181,0.246227
2718,0.977189,0.246505
2719,0.977197,0.246414
2720,0.977206,0.246324
2721,0.977214,0.246233
2722,0.977223,0.246143
2723,0.977231,0.246052
2724,0.977239,0.245962
2725,0.976881,0.246239
2726,0.976889,0.246148
2727,0.976898,0.246058
2728,0.976906,0.245968
2729,0.976915,0.245878
2730,0.976923,0.246154
2731,0.976932,0.246064
2732,0.97694,0.245974
2733,0.976948,0.245884
2734,0.976957,0.245794
2735,0.976965,0.245704
2736,0.976974,0.24598
2737,0.976982,0.24589
2738,0.976991,0.2458
2739,0.976999,0.24571
2740,0.977007,0.24562
2741,0.977016,0.245531
2742,0.977024,0.245441
2743,0.977032,0.245716
2744,0.977041,0.245627
2745,0.977049,0.245902
2746,0.977058,0.245812
2747,0.977066,0.245723
2748,0.977074,0.245633
2749,0.977083,0.245544
2750,0.977091,0.245818
2751,0.977099,0.245729
2752,0.977108,0.24564
2753,0.977116,0.24555
2754,0.977124,0.245461
2755,0.977132,0.245735
2756,0.977141,0.245646
2757,0.977149,0.245557
2758,0.977157,0.245468
2759,0.977166,0.245379
2760,0.977174,0.24529
2761,0.977182,0.245201
2762,0.97719,0.245474
2763,0.977199,0.245385
2764,0.977207,0.245297
2765,0.977215,0.245208
2766,0.977223,0.245481
2767,0.977232,0.245754
2768,0.97724,0.245665
2769,0.977248,0.245576
2770,0.977256,0.245487
2771,0.977265,0.245399
2772,0.977273,0.24531
2773,0.977281,0.245222
2774,0.977289,0.245133
2775,0.977297,0.245405
2776,0.977305,0.245317
2777,0.977314,0.245589
2778,0.977322,0.2455
2779,0.97733,0.245412
2780,0.977338,0.245324
2781,0.977346,0.245236
2782,0.977354,0.245507
2783,0.977363,0.245419
2784,0.977371,0.24569
2785,0.977379,0.245601
2786,0.977387,0.245513
2787,0.977395,0.245425
2788,0.977403,0.245696
2789,0.977411,0.245966
2790,0.977419,0.246237
2791,0.977427,0.246148
2792,0.977436,0.24606
2793,0.977444,0.24633
2794,0.977452,0.246242
2795,0.97746,0.246154
2796,0.977468,0.246066
2797,0.977476,0.245978
2798,0.977484,0.24589
2799,0.977492,0.245802
2800,0.9775,0.245714
2801,0.977508,0.245627
2802,0.977516,0.245539
2803,0.977524,0.245451
2804,0.977532,0.245364
2805,0.97754,0.245276
2806,0.977548,0.245189
2807,0.977556,0.245102
2808,0.977564,0.245014
2809,0.977572,0.244927
2810,0.97758,0.245196
2811,0.977588,0.245109
2812,0.977596,0.245377
2813,0.977604,0.245645
2814,0.977612,0.245913
2815,0.97762,0.245826
2816,0.977628,0.246094
2817,0.977636,0.246006
2818,0.977644,0.246274
2819,0.977652,0.246541
2820,0.97766,0.246809
2821,0.977667,0.246721
2822,0.977675,0.246634
2823,0.977683,0.246546
2824,0.977691,0.246813
2825,0.977699,0.246726
2826,0.977707,0.246638
2827,0.977715,0.246551
2828,0.977723,0.246818
2829,0.977731,0.24673
2830,0.977739,0.246643
2831,0.977746,0.246556
2832,0.977754,0.246469
2833,0.977762,0.246735
2834,0.97777,0.246648
2835,0.977778,0.246561
2836,0.977786,0.246474
2837,0.977793,0.246387
2838,0.977801,0.246653
2839,0.977809,0.246566
2840,0.977817,0.246479
2841,0.977825,0.246392
2842,0.977833,0.246305
2843,0.97784,0.246219
2844,0.977848,0.246132
2845,0.977856,0.246046
2846,0.977864,0.245959
2847,0.977871,0.245873
2848,0.977879,0.245787
2849,0.977887,0.2457
2850,0.977895,0.245614
2851,0.977902,0.245528
2852,0.97791,0.245442
2853,0.977918,0.245706
2854,0.977926,0.24562
2855,0.977933,0.245534
2856,0.977941,0.245448
2857,0.977949,0.245362
2858,0.977957,0.245276
2859,0.977964,0.245191
2860,0.977972,0.245105
2861,0.97798,0.245019
2862,0.977987,0.244934
2863,0.977995,0.245197
2864,0.978003,0.245112
2865,0.97801,0.245026
2866,0.978018,0.24529
2867,0.978026,0.245204
2868,0.978033,0.245467
2869,0.978041,0.24573
2870,0.978049,0.245645
2871,0.978056,0.245559
2872,0.978064,0.245822
2873,0.978072,0.246084
2874,0.978079,0.246347
2875,0.978087,0.246261
2876,0.978095,0.246175
2877,0.978102,0.246437
2878,0.97811,0.246699
2879,0.978117,0.246961
2880,0.978125,0.246875
2881,0.978133,0.246789
2882,0.97814,0.247051
2883,0.978148,0.246965
2884,0.978155,0.246879
2885,0.978163,0.246794
2886,0.97817,0.247055
2887,0.978178,0.246969
2888,0.978186,0.246884
2889,0.978193,0.246798
2890,0.978201,0.246713
2891,0.978208,0.246627
2892,0.978216,0.246542
2893,0.978223,0.246457
2894,0.978231,0.246372
2895,0.978238,0.246632
2896,0.978246,0.246547
2897,0.978253,0.246462
2898,0.978261,0.246377
2899,0.978268,0.246292
2900,0.978276,0.246207
2901,0.978283,0.246122
2902,0.978291,0.246037
2903,0.978298,0.245952
2904,0.978306,0.245868
2905,0.978313,0.246127
2906,0.978321,0.246043
2907,0.978328,0.245958
2908,0.978336,0.246217
2909,0.978343,0.246133
2910,0.978351,0.246048
2911,0.978358,0.246307
2912,0.978365,0.246223
2913,0.978373,0.246138
2914,0.97838,0.246054
2915,0.978388,0.245969
2916,0.978395,0.246228
2917,0.978402,0.246143
2918,0.97841,0.246059
2919,0.978417,0.246317
2920,0.978425,0.246233
2921,0.978432,0.246149
2922,0.978439,0.246407
2923,0.978447,0.246322
2924,0.978454,0.24658
2925,0.978462,0.246838
2926,0.978469,0.246753
2927,0.978476,0.246669
2928,0.978484,0.246926
2929,0.978491,0.247183
2930,0.978498,0.24744
2931,0.978506,0.247356
2932,0.978513,0.247613
2933,0.97852,0.247528
2934,0.978528,0.247785
2935,0.978535,0.2477
2936,0.978542,0.247616
2937,0.97855,0.247531
2938,0.978557,0.247447
2939,0.978564,0.247363
2940,0.978571,0.247279
2941,0.978579,0.247195
2942,0.978586,0.247111
2943,0.978593,0.247367
2944,0.978601,0.247622
2945,0.978608,0.247538
2946,0.978615,0.247454
2947,0.978622,0.24737
2948,0.97863,0.247286
2949,0.978637,0.247202
2950,0.978644,0.247119
2951,0.978651,0.247035
2952,0.978659,0.246951
2953,0.978666,0.246868
2954,0.978673,0.246784
2955,0.97868,0.246701
2956,0.978687,0.246617
2957,0.978695,0.246872
2958,0.978702,0.246788
2959,0.978709,0.246705
2960,0.978716,0.246622
2961,0.978723,0.246876
2962,0.978731,0.246793
2963,0.978738,0.247047
2964,0.978745,0.246964
2965,0.978752,0.24688
2966,0.978759,0.246797
2967,0.978766,0.246714
2968,0.978774,0.246631
2969,0.978781,0.246548
2970,0.978788,0.246465
2971,0.978795,0.246382
2972,0.978802,0.246299
2973,0.978809,0.246552
2974,0.978816,0.246469
2975,0.978824,0.246387
2976,0.978831,0.246304
2977,0.978838,0.246557
2978,0.978845,0.246474
2979,0.978852,0.246727
2980,0.978859,0.24698
2981,0.978866,0.246897
2982,0.978873,0.24715
2983,0.97888,0.247067
2984,0.978887,0.246984
2985,0.978894,0.246901
2986,0.978902,0.247153
2987,0.978909,0.247071
2988,0.978916,0.246988
2989,0.978923,0.246905
2990,0.97893,0.246823
2991,0.978937,0.247075
2992,0.978944,0.246992
2993,0.978951,0.246909
2994,0.978958,0.247161
2995,0.978965,0.247412
2996,0.978972,0.24733
2997,0.978979,0.247247
2998,0.978986,0.247165
2999,0.978993,0.247082
3000,0.979,0.247
# arm1	780
# arm2	714
# arm3	710
# arm4	733
# Total:	2937
